seccion_ine|distrito_ine|municipio_ine|distrito_mitma|municipio_mitma|gau_mitma
3803806029|3803806|38038|3803806|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807001|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807002|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807003|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807004|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807005|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807006|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807007|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803807009|3803807|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803808001|3803808|38038|3803807_AD|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809001|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809002|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809003|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809006|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809007|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809009|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809010|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809011|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809012|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809014|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809015|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809016|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809018|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809019|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809021|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803809022|3803809|38038|3803809|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810001|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810002|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810003|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810004|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810005|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810006|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810007|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810008|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810009|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810010|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810011|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810012|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810013|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810014|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810015|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803810016|3803810|38038|3803810|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811001|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811002|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811003|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811004|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811005|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811006|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811007|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811008|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811009|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811010|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811011|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811012|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811013|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811014|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811015|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811016|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811017|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811018|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811019|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811020|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803811021|3803811|38038|3803811|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812001|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812002|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812003|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812004|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812005|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812006|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812007|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812008|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812009|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812010|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803812011|3803812|38038|3803812|38038|GAU Santa Cruz de Tenerife - La Laguna
3803901001|3803901|38039|38039|38039|38039
3803901002|3803901|38039|38039|38039|38039
3803901003|3803901|38039|38039|38039|38039
3803901004|3803901|38039|38039|38039|38039
3803901005|3803901|38039|38039|38039|38039
3803901006|3803901|38039|38039|38039|38039
3803901007|3803901|38039|38039|38039|38039
3803901008|3803901|38039|38039|38039|38039
3803901009|3803901|38039|38039|38039|38039
3804001001|3804001|38040|38040|38040|38040
3804001002|3804001|38040|38040|38040|38040
3804001003|3804001|38040|38040|38040|38040
3804001004|3804001|38040|38040|38040|38040
3804101001|3804101|38041|38041|38041|38041
3804101002|3804101|38041|38041|38041|38041
3804101003|3804101|38041|38041|38041|38041
3804101004|3804101|38041|38041|38041|38041
3804101005|3804101|38041|38041|38041|38041
3804101006|3804101|38041|38041|38041|38041
3804201001|3804201|38042|38042|38042|38042
3804201002|3804201|38042|38042|38042|38042
3804201003|3804201|38042|38042|38042|38042
3804201004|3804201|38042|38042|38042|38042
3804301001|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301002|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301003|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301004|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301005|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301006|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301007|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301008|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301009|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301010|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301011|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301012|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301013|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301014|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804301015|3804301|38043|38043|38043|GAU Santa Cruz de Tenerife - La Laguna
3804401001|3804401|38044|38044|38044|38044
3804401002|3804401|38044|38044|38044|38044
3804501001|3804501|38045|38045|38045|38045
3804501002|3804501|38045|38045|38045|38045
3804501003|3804501|38045|38045|38045|38045
3804501004|3804501|38045|38045|38045|38045
3804601001|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804601002|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804601003|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804601004|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804601005|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804601006|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804601007|3804601|38046|38046|38046|GAU Santa Cruz de Tenerife - La Laguna
3804701001|3804701|38047|38047|38047|38047
3804701002|3804701|38047|38047|38047|38047
3804801001|3804801|38048|38048|38048|38048
3804801002|3804801|38048|38048|38048|38048
3804801004|3804801|38048|38048|38048|38048
3804901001|3804901|38049|38049|38049|38049
3804901002|3804901|38049|38049|38049|38049
3805001001|3805001|38050|38050|38050|38050
3805003001|3805003|38050|38050|38050|38050
3805101001|3805101|38051|38051|38051|38051
3805101002|3805101|38051|38051|38051|38051
3805101003|3805101|38051|38051|38051|38051
3805101004|3805101|38051|38051|38051|38051
3805101005|3805101|38051|38051|38051|38051
3805101006|3805101|38051|38051|38051|38051
3805101007|3805101|38051|38051|38051|38051
3805201001|3805201|38052|38035_AM|38035_AM|38035_AM
3805301001|3805301|38053|38053_AM|38053_AM|38053_AM
3805301002|3805301|38053|38053_AM|38053_AM|38053_AM
3805301003|3805301|38053|38053_AM|38053_AM|38053_AM
3805301004|3805301|38053|38053_AM|38053_AM|38053_AM
3805301005|3805301|38053|38053_AM|38053_AM|38053_AM
3890101001|3890101|38901|38013_AM|38013_AM|38013_AM
